DonorID,DonorStatus,Recurring Status,Name,Total Contributions ($),Total Contributions (Freq),DonorType,First Gift Date,Last Gift Date,Recency (Days),Recurring Status Freq,Gift Officer,,,,,,,,,,,,,,,,,,,,,
D-00299,Active,Not Recurrent,Mary Thomas,$100.00,1,Individual,9/22/2025,9/22/2025,100,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00300,Lapsing,Not Recurrent,Kenneth Moore,$50.00,1,Individual,3/28/2024,3/28/2024,643,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00301,Lapsed,Not Recurrent,Jennifer Sanchez,$50.00,1,Individual,11/12/2022,11/12/2022,1145,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00302,Active,Active,Larry Martin,$875.00,31,Individual,2/17/2023,12/17/2025,14,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00303,Active,Not Recurrent,Ashley Martinez,"$15,000.00",3,Individual,5/12/2022,9/21/2025,101,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00304,Active,Not Recurrent,Cascade Health Partners,"$15,000.00",2,Organization,7/25/2024,12/4/2025,27,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00305,Active,Not Recurrent,Emily Garcia,"$22,500.00",2,Individual,3/8/2024,1/18/2025,347,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00306,Active,Not Recurrent,Cedar Ridge Corporation,$250.00,1,Organization,5/17/2025,5/17/2025,228,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00307,Lapsed,Not Recurrent,Kenneth Sanchez,$500.00,2,Individual,6/15/2022,11/18/2022,1139,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00308,Active,Not Recurrent,Karen Miller,"$33,500.00",4,Individual,8/14/2022,9/23/2025,99,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00309,Lapsed,Not Recurrent,Michelle Robinson,$25.00,1,Individual,2/22/2022,2/22/2022,1408,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00310,Lapsed,Not Recurrent,Charles Garcia,$50.00,1,Individual,10/13/2023,10/13/2023,810,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00311,Never Gave,Not Recurrent,Patricia Sanchez,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00312,Active,Active,Mary Brown,$620.00,30,Individual,6/28/2023,12/28/2025,3,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00313,Active,Not Recurrent,Elizabeth Johnson,$150.00,1,Individual,10/4/2025,10/4/2025,88,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00314,Active,Not Recurrent,Nancy Torres,$100.00,1,Individual,8/4/2025,8/4/2025,149,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00315,Active,Active,Lisa Moore,$720.00,47,Individual,1/1/2022,12/1/2025,30,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00316,Lapsed,Not Recurrent,Stephen Walker,$50.00,1,Individual,10/25/2023,10/25/2023,798,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00317,Never Gave,Not Recurrent,Anna Johnson,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00318,Active,Not Recurrent,Stephanie Moore,$75.00,1,Individual,10/24/2025,10/24/2025,68,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00319,Lapsed,Not Recurrent,Helen Thompson,$50.00,1,Individual,2/2/2022,2/2/2022,1428,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00320,Active,Active,Linda Carter,$640.00,30,Individual,5/10/2023,12/10/2025,21,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00321,Lapsed,Not Recurrent,Melissa Nguyen,$200.00,2,Individual,2/3/2022,11/29/2022,1128,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00322,Lapsed,Not Recurrent,Shirley Wright,$25.00,1,Individual,5/11/2022,5/11/2022,1330,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00323,Lapsed,Not Recurrent,Kevin Flores,$100.00,1,Individual,12/22/2022,12/22/2022,1105,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00324,Active,Active,Charles Roberts,$420.00,11,Individual,2/3/2023,11/3/2025,58,Quarterly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00325,Active,Active,Carol Rodriguez,$390.00,23,Individual,11/25/2023,12/25/2025,6,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00326,Lapsed,Not Recurrent,Brandon Thompson,$50.00,1,Individual,7/24/2022,7/24/2022,1256,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00327,Lapsed,Not Recurrent,Pamela Sanchez,$350.00,2,Individual,2/3/2023,8/21/2023,863,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00328,Lapsed,Not Recurrent,Elizabeth Thomas,$600.00,2,Individual,9/3/2022,11/26/2023,766,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00329,Active,Canceled,Ashley Hall,"$1,200.00",16,Individual,1/1/2022,10/1/2025,91,Quarterly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00330,Lapsing,Not Recurrent,Timothy Young,$250.00,1,Individual,2/8/2024,2/8/2024,692,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00331,Active,Not Recurrent,Whitfield Family Foundation,$25.00,1,Organization,3/15/2025,3/15/2025,291,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00332,Active,Not Recurrent,Cedar Ridge Corporation,$75.00,1,Organization,11/12/2025,11/12/2025,49,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00333,Active,Not Recurrent,Northgate Manufacturing,$50.00,1,Organization,4/21/2025,4/21/2025,254,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00334,Never Gave,Not Recurrent,Fairview Family Fund,$0.00,0,Organization,1/0/1900,1/0/1900,46022,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00335,Lapsed,Not Recurrent,Amy Gonzalez,$150.00,1,Individual,12/9/2023,12/9/2023,753,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00336,Active,Not Recurrent,Gary Nelson,$500.00,1,Individual,1/6/2025,1/6/2025,359,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00337,Lapsing,Not Recurrent,Kimberly Lewis,$150.00,1,Individual,9/30/2024,9/30/2024,457,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00338,Active,Canceled,Anna Clark,$160.00,15,Individual,1/1/2022,10/1/2025,91,Quarterly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00339,Lapsed,Not Recurrent,Pamela Thomas,$100.00,1,Individual,12/6/2023,12/6/2023,756,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00340,Lapsing,Not Recurrent,Samantha Martinez,$75.00,1,Individual,1/28/2024,1/28/2024,703,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00341,Lapsing,Not Recurrent,Sharon Gonzalez,$900.00,3,Individual,3/20/2022,3/23/2024,648,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00342,Lapsed,Not Recurrent,Carol Moore,$150.00,1,Individual,5/14/2022,5/14/2022,1327,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00343,Lapsed,Not Recurrent,Larry Nguyen,$50.00,1,Individual,6/14/2023,6/14/2023,931,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00344,Lapsing,Not Recurrent,Brian Clark,$25.00,1,Individual,6/17/2024,6/17/2024,562,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00345,Lapsed,Not Recurrent,Samantha Hill,$50.00,1,Individual,4/25/2022,4/25/2022,1346,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00346,Active,Not Recurrent,Robert Perez,"$15,000.00",2,Individual,10/19/2024,5/2/2025,243,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00347,Active,Canceled,Carol Moore,"$1,600.00",16,Individual,1/1/2022,10/1/2025,91,Quarterly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00348,Lapsing,Not Recurrent,Deborah Brown,$100.00,1,Individual,8/6/2024,8/6/2024,512,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00349,Lapsed,Not Recurrent,Larry Johnson,$50.00,1,Individual,3/14/2023,3/14/2023,1023,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00350,Active,Not Recurrent,Betty Moore,$75.00,1,Individual,7/29/2025,7/29/2025,155,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00351,Lapsing,Not Recurrent,Cynthia Lopez,$75.00,1,Individual,1/15/2024,1/15/2024,716,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00352,Active,Not Recurrent,Christopher Torres,$950.00,4,Individual,7/17/2022,1/19/2025,346,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00353,Active,Active,Mary Walker,$200.00,4,Individual,9/28/2025,12/28/2025,3,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00354,Active,Active,Emily Ramirez,$800.00,8,Individual,2/24/2024,11/24/2025,37,Quarterly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00355,Lapsed,Not Recurrent,Ronald Nguyen,$50.00,1,Individual,9/27/2023,9/27/2023,826,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00356,Lapsing,Not Recurrent,Cedar Ridge Corporation,$25.00,1,Organization,10/11/2024,10/11/2024,446,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00357,Active,Not Recurrent,Donald Brown,"$14,500.00",4,Individual,8/14/2022,5/30/2025,215,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00358,Active,Active,Laura Sanchez,$450.00,6,Individual,7/16/2025,12/16/2025,15,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00359,Active,Not Recurrent,Jacob Nelson,$400.00,2,Individual,10/20/2024,12/11/2025,20,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00360,Active,Active,Brenda Carter,$650.00,12,Individual,10/6/2022,10/6/2025,86,Quarterly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00361,Lapsing,Not Recurrent,Kevin White,$300.00,1,Individual,3/12/2024,3/12/2024,659,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00362,Lapsing,Not Recurrent,Jessica Baker,$400.00,2,Individual,2/10/2023,9/10/2024,477,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00363,Lapsing,Not Recurrent,Ryan Martinez,$350.00,3,Individual,4/12/2022,10/30/2024,427,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00364,Lapsed,Not Recurrent,Bluebird Community Bank,$250.00,1,Organization,5/29/2023,5/29/2023,947,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00365,Active,Active,Jason Sanchez,"$1,155.00",32,Individual,4/20/2023,12/20/2025,11,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00366,Active,Not Recurrent,Carol Carter,$350.00,3,Individual,8/2/2022,7/11/2025,173,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00367,Active,Canceled,Redwood Insurance Group,$800.00,16,Organization,1/1/2022,10/1/2025,91,Quarterly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00368,Lapsed,Not Recurrent,Sarah Perez,$250.00,1,Individual,1/31/2023,1/31/2023,1065,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00369,Active,Not Recurrent,Margaret Campbell,$200.00,2,Individual,1/2/2022,6/13/2025,201,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00370,Lapsed,Canceled,Jonathan Flores,$135.00,8,Individual,1/1/2022,9/1/2022,1217,Monthly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00371,Active,Not Recurrent,Edward Davis,$150.00,2,Individual,5/21/2023,3/7/2025,299,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00372,Lapsing,Not Recurrent,Eric Moore,$75.00,1,Individual,1/26/2024,1/26/2024,705,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00373,Active,Not Recurrent,Shirley Gonzalez,$250.00,1,Individual,7/11/2025,7/11/2025,173,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00374,Lapsed,Not Recurrent,Bluebird Community Bank,$150.00,1,Organization,11/26/2022,11/26/2022,1131,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00375,Active,Not Recurrent,Karen Garcia,"$24,500.00",4,Individual,1/29/2022,7/25/2025,159,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00376,Lapsing,Not Recurrent,Kathleen Brown,$600.00,3,Individual,8/18/2022,4/29/2024,611,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00377,Lapsed,Not Recurrent,Whitfield Family Foundation #377,$300.00,2,Organization,1/10/2023,12/23/2023,739,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00378,Never Gave,Not Recurrent,The Alden Foundation,$0.00,0,Organization,1/0/1900,1/0/1900,46022,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00379,Lapsed,Not Recurrent,Nancy Davis,$50.00,1,Individual,10/26/2022,10/26/2022,1162,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00380,Lapsed,Not Recurrent,Lisa Flores,$100.00,1,Individual,7/23/2023,7/23/2023,892,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00381,Active,Not Recurrent,David Taylor,"$10,000.00",2,Individual,11/14/2024,4/14/2025,261,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00382,Lapsed,Not Recurrent,Amanda King,$575.00,2,Individual,8/17/2022,4/16/2023,990,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00383,Lapsed,Not Recurrent,Stephanie Martinez,$250.00,2,Individual,4/22/2022,8/26/2022,1223,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00384,Lapsing,Not Recurrent,Nancy Jones,$650.00,2,Individual,7/18/2022,11/1/2024,425,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00385,Never Gave,Not Recurrent,Donald Garcia,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00386,Never Gave,Not Recurrent,Robert Miller,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00387,Active,Active,Ryan Perez,$480.00,46,Individual,1/1/2022,12/1/2025,30,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00388,Active,Not Recurrent,Cynthia Davis,$425.00,2,Individual,9/24/2023,12/3/2025,28,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00389,Lapsed,Not Recurrent,Susan Williams,$250.00,1,Individual,11/20/2023,11/20/2023,772,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00390,Active,Not Recurrent,Ronald Wilson,$250.00,1,Individual,11/22/2025,11/22/2025,39,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00391,Never Gave,Not Recurrent,Nicole Davis,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00392,Active,Not Recurrent,Summit Legal Partners,$50.00,1,Organization,11/24/2025,11/24/2025,37,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00393,Lapsing,Not Recurrent,Emma Lee,$250.00,1,Individual,4/12/2024,4/12/2024,628,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00394,Active,Canceled,Donna Lewis,$130.00,12,Individual,9/28/2024,9/28/2025,94,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00395,Active,Not Recurrent,Margaret Gonzalez,$100.00,1,Individual,2/14/2025,2/14/2025,320,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00396,Active,Active,Carol Rivera,$900.00,8,Individual,4/22/2025,12/22/2025,9,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00397,Active,Not Recurrent,Jonathan Jackson,$75.00,1,Individual,11/16/2025,11/16/2025,45,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00398,Lapsing,Not Recurrent,Harborview Financial Group,$50.00,1,Organization,11/24/2024,11/24/2024,402,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00399,Active,Not Recurrent,Melissa Lewis,$75.00,1,Individual,7/12/2025,7/12/2025,172,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00400,Lapsed,Not Recurrent,Andrew Hall,$25.00,1,Individual,8/27/2023,8/27/2023,857,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00401,Never Gave,Not Recurrent,Samantha Roberts,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00402,Lapsed,Not Recurrent,Donna Lewis,$250.00,1,Individual,1/12/2022,1/12/2022,1449,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00403,Lapsed,Not Recurrent,Harborview Financial Group,$50.00,1,Organization,9/12/2023,9/12/2023,841,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00404,Lapsed,Not Recurrent,Scott Brown,$250.00,1,Individual,8/29/2023,8/29/2023,855,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00405,Active,Not Recurrent,Helen Anderson,$150.00,2,Individual,7/6/2024,8/31/2025,122,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00406,Active,Not Recurrent,Margaret Nelson,$375.00,2,Individual,7/24/2024,10/20/2025,72,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00407,Lapsed,Not Recurrent,Mary Davis,$350.00,2,Individual,2/4/2022,4/29/2022,1342,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00408,Lapsed,Not Recurrent,Stephanie Taylor,$100.00,2,Individual,1/6/2023,9/26/2023,827,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00409,Active,Not Recurrent,Jennifer Jackson,$275.00,3,Individual,9/1/2022,9/2/2025,120,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00410,Active,Active,Anthony Nelson,$450.00,9,Individual,10/4/2023,10/4/2025,88,Quarterly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00411,Lapsed,Not Recurrent,Karen Johnson,$250.00,1,Individual,8/10/2022,8/10/2022,1239,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00412,Active,Not Recurrent,Pamela Anderson,$650.00,2,Individual,7/20/2024,6/17/2025,197,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00413,Never Gave,Not Recurrent,Whitfield Family Foundation,$0.00,0,Organization,1/0/1900,1/0/1900,46022,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00414,Lapsing,Not Recurrent,Cascade Health Partners,$600.00,2,Organization,12/21/2023,5/17/2024,593,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00415,Active,Active,Sarah Mitchell,$275.00,11,Individual,2/13/2025,12/13/2025,18,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00416,Lapsing,Not Recurrent,Deborah Smith,$450.00,2,Individual,6/22/2023,5/18/2024,592,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00417,Active,Active,Michelle Wilson,$560.00,15,Individual,9/28/2024,12/28/2025,3,Monthly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00418,Active,Not Recurrent,Joseph Lopez,$100.00,1,Individual,7/17/2025,7/17/2025,167,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00419,Active,Not Recurrent,Cedar Ridge Corporation,$150.00,1,Organization,11/28/2025,11/28/2025,33,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00420,Lapsed,Not Recurrent,Matthew Lee,$300.00,2,Individual,1/9/2022,4/23/2022,1348,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00421,Active,Canceled,Nancy Smith,$240.00,15,Individual,1/1/2022,10/1/2025,91,Quarterly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00422,Active,Failed,Amy Robinson,"$1,075.00",40,Individual,6/5/2022,12/5/2025,26,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00423,Active,Canceled,Harborview Financial Group,"$1,200.00",16,Organization,1/1/2022,10/1/2025,91,Quarterly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00424,Never Gave,Not Recurrent,Nicholas Green,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00425,Lapsing,Not Recurrent,Anna Wright,$100.00,1,Individual,6/18/2024,6/18/2024,561,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00426,Lapsing,Not Recurrent,Barbara Sanchez,$50.00,1,Individual,8/10/2024,8/10/2024,508,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00427,Lapsing,Not Recurrent,Larry Torres,$50.00,1,Individual,7/25/2024,7/25/2024,524,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00428,Lapsed,Not Recurrent,Sandra Williams,$100.00,1,Individual,5/7/2023,5/7/2023,969,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00429,Lapsing,Not Recurrent,Susan Rivera,$125.00,1,Individual,10/10/2023,6/7/2024,572,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00430,Lapsed,Not Recurrent,Nicole Adams,$250.00,2,Individual,1/31/2023,8/18/2023,866,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00431,Active,Not Recurrent,Amy Hill,$350.00,4,Individual,10/27/2022,7/21/2025,163,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00432,Active,Not Recurrent,Karen Lopez,$650.00,2,Individual,10/18/2022,12/9/2025,22,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00433,Active,Active,Anthony Nguyen,$350.00,9,Individual,8/11/2023,11/11/2025,50,Quarterly,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00434,Active,Active,Angela Williams,$720.00,48,Individual,1/1/2022,12/1/2025,30,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00435,Lapsed,Not Recurrent,Robert Campbell,$25.00,1,Individual,8/30/2022,8/30/2022,1219,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00436,Lapsed,Not Recurrent,Scott Martinez,$75.00,1,Individual,5/31/2022,5/31/2022,1310,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00437,Active,Not Recurrent,Ryan Hill,$100.00,1,Individual,4/3/2025,4/3/2025,272,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00438,Lapsed,Not Recurrent,Nicholas Baker,$400.00,2,Individual,7/20/2023,12/30/2023,732,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00439,Active,Not Recurrent,Jessica Garcia,$300.00,1,Individual,9/12/2025,9/12/2025,110,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00440,Active,Not Recurrent,Jennifer Hall,$50.00,1,Individual,12/25/2025,12/25/2025,6,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00441,Active,Active,Sandra Garcia,"$1,100.00",10,Individual,2/5/2025,12/5/2025,26,Monthly,Tom Russo,,,,,,,,,,,,,,,,,,,,,
D-00442,Active,Not Recurrent,Pamela King,$650.00,2,Individual,5/28/2024,11/18/2025,43,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00443,Active,Not Recurrent,Justin Taylor,"$10,000.00",2,Individual,4/24/2024,12/9/2025,22,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00444,Active,Not Recurrent,Anthony Clark,$25.00,1,Individual,11/24/2025,11/24/2025,37,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00445,Lapsed,Not Recurrent,Brian Roberts,$25.00,1,Individual,5/5/2023,5/5/2023,971,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00446,Lapsed,Not Recurrent,Amanda Scott,$300.00,2,Individual,10/2/2022,11/4/2022,1153,Not Recurrent,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00447,Active,Active,Jacob Hill,$720.00,46,Individual,1/1/2022,12/1/2025,30,Monthly,James Whitfield,,,,,,,,,,,,,,,,,,,,,
D-00448,Active,Not Recurrent,Rebecca Flores,$300.00,1,Individual,6/3/2025,6/3/2025,211,Not Recurrent,Maria Chen,,,,,,,,,,,,,,,,,,,,,
D-00449,Active,Failed,Eric Jackson,$300.00,3,Individual,9/21/2025,12/21/2025,10,Monthly,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00450,Lapsed,Not Recurrent,George Thomas,$150.00,2,Individual,5/16/2022,2/10/2023,1055,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00451,Never Gave,Not Recurrent,Mary Mitchell,$0.00,0,Individual,1/0/1900,1/0/1900,46022,Not Recurrent,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00452,Active,Not Recurrent,Mark Hill,$400.00,2,Individual,1/21/2023,7/27/2025,157,Not Recurrent,Priya Nair,,,,,,,,,,,,,,,,,,,,,
D-00453,Active,Active,Cedar Ridge Corporation,$750.00,15,Organization,10/3/2024,12/3/2025,28,Monthly,Aisha Bello,,,,,,,,,,,,,,,,,,,,,
D-00454,Lapsing,Not Recurrent,Larry Walker,$150.00,1,Individual,6/19/2024,6/19/2024,560,Not Recurrent,Tom Russo,,,,,,,,,,,,,,,,,,,,,
